***	PUNCT
個	NUM
蟲鳥	NOUN

	SPACE
飛過	VERB
。	PUNCT
她	PRON
赤身露體地	VERB
，	PUNCT
石像	NOUN
似的	ADV
站在	VERB
荒野	NOUN
的	PART
中央	NOUN
，	PUNCT
於	ADP
一	NUM
剎	NUM
那	PRON
間	PART
照見	VERB
過往	VERB
的	PART
一切	PRON
：	PUNCT
饑餓	NOUN
，	PUNCT

	SPACE
苦痛	VERB
，	PUNCT
驚異	NOUN
，	PUNCT
羞辱	VERB
，	PUNCT
歡欣	NOUN
，	PUNCT
於是	ADV
發抖	VERB
；	PUNCT
害苦	VERB
，	PUNCT
委屈	NOUN
，	PUNCT
帶累	VERB
，	PUNCT
於是	ADV
痙攣	VERB
；	PUNCT
殺	VERB
，	PUNCT
於是	ADV
平靜	VERB
。	PUNCT

	SPACE
……	PUNCT
又	ADV
於	ADP
一	NUM
剎	NUM
那	PRON
間將	PART
一切	PRON
並合	VERB
：	PUNCT
眷念與	NOUN
決絕	NOUN
，	PUNCT
愛撫	NOUN
與	CCONJ
復仇	NOUN
，	PUNCT
養育	NOUN
與	CCONJ
殲除	NOUN
，	PUNCT
祝福	NOUN
與咒	VERB
詛	VERB
。	PUNCT

	SPACE
……	PUNCT
她	PRON
於是	ADV
舉	VERB
兩手	NOUN
盡量	ADV
向	ADP
天	NOUN
，	PUNCT
口唇	NOUN
間漏	VERB
出人	VERB
與獸	VERB
的	PART
，	PUNCT
非人	NOUN
間	PART
所有	DET
，	PUNCT
所以	ADV
無詞	VERB
的	PART
言語	NOUN
。	PUNCT


	SPACE
當	ADP
她	PRON
說出	VERB
無詞	VERB
的	PART
言語時	NOUN
，	PUNCT
她	PRON
那	DET
偉	ADJ
大如	ADJ
石像	NOUN
，	PUNCT
然而	ADV
已經	ADV
荒廢	VERB
的	PART
，	PUNCT
頹敗	VERB
的	PART
身軀	NOUN
的	PART
全面	NOUN
都	ADV
顫動	VERB

	SPACE
了	PART
。	PUNCT
這顫	DET
動點	NOUN
點如	VERB
魚鱗	NOUN
，	PUNCT
仿佛	ADP
暴風	NOUN
雨	NOUN
中	PART
的	PART
荒海	NOUN
的	PART
波濤	NOUN
。	PUNCT


	SPACE
她	PRON
於是	ADV
抬起	VERB
眼睛	NOUN
向	ADP
著	PART
天空	NOUN
，	PUNCT
並無詞	ADV
的	PART
言語	NOUN
也	ADV
沉默	VERB
盡絕	VERB
，	PUNCT
惟有	ADV
顫動	NOUN
，	PUNCT
輻射	NOUN
若	ADP
太	NOUN
陽光	NOUN
，	PUNCT
使空	NOUN

	SPACE
中	PART
的	PART
波濤	NOUN
立刻	ADV
迴旋	VERB
，	PUNCT
如	ADV
遭	VERB
颶風	NOUN
，	PUNCT
洶湧	ADV
奔騰	VERB
於	ADP
無邊	VERB
的	PART
荒野	NOUN
。	PUNCT


	SPACE
我	PRON
夢魘	VERB
了	PART
，	PUNCT
自己	PRON
卻	ADV
知道	VERB
是	VERB
因	ADP
為將	ADP
手擱	NOUN
在	VERB
胸脯	NOUN
上	PART
了	PART
的	PART
緣故	NOUN
；	PUNCT
我	PRON
夢	NOUN
中	PART
還用	ADV
盡	VERB
平生之力	NOUN
，	PUNCT
要	VERB
將	X

	SPACE
這	DET
十分	ADV
沉重	VERB
的	PART
手移開	NOUN
。	PUNCT


	SPACE
立論	VERB


	SPACE
我	PRON
夢見	VERB
自己	PRON
正在	ADP
小	ADJ
學校	NOUN
的	PART
講堂	NOUN
上	PART
預備	VERB
作文	VERB
，	PUNCT
向	ADP
老師	NOUN
請教	VERB
立論	VERB
的	PART
方法	NOUN
。	PUNCT


	SPACE
“	PUNCT
難	VERB
！	PUNCT
”	PUNCT
老	NOUN
師從	NOUN
眼鏡圈	NOUN
外斜	NOUN
射出	VERB
眼光來	NOUN
，	PUNCT
看著	VERB
我	PRON
，	PUNCT
說	VERB
。	PUNCT
“	PUNCT
我	PRON
告訴	VERB
你	PRON
一	NUM
件	NUM
事	NOUN
——	PUNCT


	SPACE
“	PUNCT
一家	NUM
人家	PRON
生	VERB
了	PART
一	NUM
個	NUM
男孩	NOUN
，	PUNCT
合家	VERB
高興	VERB
透頂	VERB
了	PART
。	PUNCT
滿月	NOUN
的	PART
時候	NOUN
，	PUNCT
抱出	VERB
來給	VERB
客人	NOUN
看	VERB
，	PUNCT
——	PUNCT
大概	ADV

	SPACE
自然	ADV
是	VERB
想	VERB
得	PART
一	NUM
點	NUM
好兆	NOUN
頭	NOUN
。	PUNCT


	SPACE
“	PUNCT
一	NUM
個	NUM
說	VERB
：	PUNCT
‘	PUNCT
這	DET
孩子	NOUN
將來	ADV
要	VERB
發財	VERB
的	PART
。	PUNCT
’	PUNCT
他	PRON
於是	ADV
得到	VERB
一番	NUM
感謝	NOUN
。	PUNCT


	SPACE
“	PUNCT
一	NUM
個	NUM
說	VERB
：	PUNCT
‘	PUNCT
這	DET
孩子	NOUN
將來	ADV
是	VERB
要	VERB
死	VERB
的	PART
。	PUNCT
’	PUNCT
他	PRON
於是	ADV
得到	VERB
一	NUM
頓	NUM
大家	PRON
合力	VERB
的	PART
痛打	NOUN
。	PUNCT


	SPACE
“	PUNCT
說	VERB
要	VERB
死	VERB
的	PART
必然	ADV
，	PUNCT
說	VERB
富貴	NOUN
的	PART
許謊	NOUN
。	PUNCT
但	ADV
說謊	VERB
的	PART
得	VERB
好報	VERB
，	PUNCT
說	VERB
必然	ADJ
的	PART
遭打	VERB
。	PUNCT
你	PRON
……	PUNCT
”	PUNCT


	SPACE
“	PUNCT
我	PRON
願意	VERB
既	CCONJ
不	ADV
說謊	VERB
，	PUNCT
也	ADV
不	ADV
遭打	VERB
。	PUNCT
那	ADV
麼	ADV
，	PUNCT
老師	NOUN
，	PUNCT
我	PRON
得	VERB
怎麼	ADV
說	VERB
呢	PART
？	PUNCT
”	PUNCT


	SPACE
“	PUNCT
那	ADV
麼	ADV
，	PUNCT
你	PRON
得	VERB
說	VERB
：	PUNCT
‘	PUNCT
啊呀	INTJ
！	PUNCT
這	DET
孩子	NOUN
呵	PART
！	PUNCT
您	PRON
瞧	VERB
！	PUNCT
那	ADV
麼	ADV
……	NOUN
。	PUNCT
阿唷	NOUN
！	PUNCT
哈哈	INTJ
！	PUNCT
Hehe	NOUN
！	PUNCT
he	PRON
，	PUNCT
he	PRON
he	PRON

 	SPACE
he	PRON
he	PRON
！	PUNCT
’	PUNCT
”	PUNCT


	SPACE
死	VERB
後	PART


	SPACE
我	PRON
夢見	VERB
自己	PRON
死	VERB
在	ADP
道路	NOUN
上	PART
。	PUNCT


	SPACE
這	PRON
是	VERB
那	PRON
裡	PRON
，	PUNCT
我	PRON
怎麼	ADV
到	VERB
這裡來	ADV
，	PUNCT
怎	ADV
麼死	ADV
的	PART
，	PUNCT
這些	DET
事	NOUN
我	PRON
全	ADV
不	ADV
明白	VERB
。	PUNCT
總之	ADV
，	PUNCT
待	ADP
我	PRON
自己	PRON
知道	VERB
已	ADV
經	ADV

	SPACE
死掉	VERB
的	PART
時候	NOUN
，	PUNCT
就	ADV
已	ADV
經死	VERB
在	VERB
那	PRON
裡	PRON
了	PART
。	PUNCT


	SPACE
聽到	VERB
幾聲	NUM
喜鵲	NOUN
叫	VERB
，	PUNCT
接著	ADV
是	VERB
一	NUM
陣	NUM
烏	NOUN
老鴉	NOUN
。	PUNCT
空氣	NOUN
很	ADV
清爽	VERB
，	PUNCT
——	PUNCT
雖然	SCONJ
也	ADV
帶些	VERB
土	ADJ
氣息	NOUN
，	PUNCT
——	PUNCT
大約	NOUN

	SPACE
正當	ADV
黎明時	NOUN
候罷	VERB
。	PUNCT
我	PRON
想	VERB
睜開	VERB
眼睛	NOUN
來	VERB
，	PUNCT
他	PRON
卻	ADV
絲毫	ADV
也	ADV
不	ADV
動	VERB
，	PUNCT
簡直	ADV
不	ADV
象	VERB
是	VERB
我	PRON
的	PART
眼睛	NOUN
；	PUNCT
於是	ADV
想	VERB
抬	VERB

	SPACE
手	NOUN
，	PUNCT
也	ADV
一	VERB
樣	VERB
。	PUNCT


	SPACE
恐怖	VERB
的	PART
利鏃	NOUN
忽然	ADV
穿透	VERB
我	PRON
的	PART
心	NOUN
了	PART
。	PUNCT
在	ADP
我	PRON
生存	VERB
時	PART
，	PUNCT
曾經玩笑	ADV
地	PART
設	VERB
想	VERB
：	PUNCT
假使	SCONJ
一個人	NOUN
的	PART
死亡	NOUN
，	PUNCT
衹	ADV

	SPACE
是	VERB
運動	NOUN
神經	NOUN
的	PART
廢滅	NOUN
，	PUNCT
而	ADV
知覺	VERB
還在	VERB
，	PUNCT
那	PRON
就	ADV
比	ADP
全	ADV
死	VERB
了	PART
更	ADV
可怕	VERB
。	PUNCT
誰	PRON
知道	VERB
我	PRON
的	PART
預	NOUN
想	NOUN
竟	ADV
的	PART
中	VERB
了	PART
，	PUNCT
我	PRON

	SPACE
自己	PRON
就	ADV
在	ADV
證實	VERB
這預	ADV
想	VERB
。	PUNCT


	SPACE
聽到	VERB
腳步	NOUN
聲	NOUN
，	PUNCT
走路	VERB
的	PART
罷	PART
。	PUNCT
一	NUM
輛	NUM
獨輪	ADJ
車從	NOUN
我	PRON
的	PART
頭邊	NOUN
推過	VERB
，	PUNCT
大約	NOUN
是	VERB
重載	VERB
的	PART
，	PUNCT
軋軋	VERB
地	PART
叫	VERB
得人心	VERB

	SPACE
煩	VERB
，	PUNCT
還	ADV
有些	VERB
牙齒	NOUN
﹛齒楚﹛	NOUN
。	PUNCT
很	ADV
覺	VERB
得	VERB
滿眼	ADJ
緋紅	NOUN
，	PUNCT
一定	ADV
是	VERB
太	NOUN
陽	NOUN
上	PART
來	VERB
了	PART
。	PUNCT
那	ADV
麼	ADV
，	PUNCT
我	PRON
的	PART
臉	NOUN
是	VERB
朝東	NOUN

	SPACE
的	PART
。	PUNCT
但	ADV
那	PRON
都	ADV
沒有	VERB
什麼	DET
關係	NOUN
。	PUNCT
切切	VERB
嚓嚓	VERB
的	PART
人聲	NOUN
，	PUNCT
看	VERB
熱鬧	NOUN
的	PART
。	PUNCT
他	PRON
們踹	PRON
起黃	VERB
土來	NOUN
，	PUNCT
飛進	VERB
我	PRON
的	PART
鼻	NOUN

	SPACE
孔	NOUN
，	PUNCT
使	VERB
我	PRON
想	VERB
打噴	VERB
嚏	NOUN
了	PART
，	PUNCT
但	ADV
終於沒	ADV
有	VERB
打	VERB
，	PUNCT
僅	ADV
有	VERB
想	VERB
打的	VERB
心	NOUN
。	PUNCT


	SPACE
陸陸	VERB
續續	VERB
地	PART
又	ADV
是	VERB
腳步聲	NOUN
，	PUNCT
都	ADV
到	ADP
近旁	NOUN
就	ADV
停下	VERB
，	PUNCT
還	ADV
有	VERB
更	ADV
多	NUM
的	PART
低語	NOUN
聲	NOUN
：	PUNCT
看	VERB
的	PART
人	NOUN
多	VERB
起	VERB
來	VERB
了	PART
。	PUNCT
我	PRON
忽	ADV

	SPACE
然	ADV
很	ADV
想	VERB
聽聽	VERB
他們	PRON
的	PART
議論	NOUN
。	PUNCT
但	ADV
同	ADV
時想	NOUN
，	PUNCT
我	PRON
生存	VERB
時說	NOUN
的	PART
什麼	DET
批評	NOUN
不值一笑	VERB
的	PART
話	NOUN
，	PUNCT
大概	ADV
是	VERB
違心	VERB

	SPACE
之	PART
論	NOUN
罷	PART
：	PUNCT
才	ADV
死	VERB
，	PUNCT
就	ADV
露	VERB
了	PART
破綻	NOUN
了	PART
。	PUNCT
然而	ADV
還	ADV
是	VERB
聽	VERB
；	PUNCT
然而	ADV
畢竟	ADV
得	VERB
不	ADV
到	VERB
結論	NOUN
，	PUNCT
歸納	VERB
起來	VERB
不	ADV
過	ADV
是	VERB
這	PRON

	SPACE
樣	VERB
——	PUNCT


	SPACE
“	PUNCT
死	VERB
了	PART
……	PUNCT
”	PUNCT


	SPACE
“	PUNCT
嗡	PRON
。	PUNCT
——	PUNCT
這	DET
……	PUNCT
”	PUNCT


	SPACE
“	PUNCT
哼	INTJ
！	PUNCT
……	PUNCT
”	PUNCT


	SPACE
“	PUNCT
嘖	INTJ
。	PUNCT
……	PUNCT
唉	INTJ
！	PUNCT
……	PUNCT
”	PUNCT


	SPACE
我	PRON
十分	ADV
高興	VERB
，	PUNCT
因	ADP
為始	ADV
終沒	ADV
有	VERB
聽到	VERB
一	NUM
個	NUM
熟識	ADJ
的	PART
聲音	NOUN
。	PUNCT
否則	ADV
，	PUNCT
或者	CCONJ
害得	VERB
他們	PRON
傷心	VERB
；	PUNCT
或	CCONJ
則要	ADV
使	VERB

	SPACE
他們	PRON
快意	VERB
；	PUNCT
或	CCONJ
則要	ADV
使	VERB
他	PRON
們添	VERB
些	NUM
飯	NOUN
後	PART
閑談	VERB
的	PART
材料	NOUN
，	PUNCT
多	ADV
破費	VERB
寶貴	ADJ
的	PART
工夫	NOUN
；	PUNCT
這	PRON
都	ADV
會使	VERB
我	PRON
很	ADV
抱歉	VERB

	SPACE
。	PUNCT
現	NOUN
在	NOUN
誰	PRON
也	ADV
看	VERB
不	ADV
見	VERB
，	PUNCT
就是	ADV
誰	PRON
也	ADV
不	ADV
受	VERB
影響	NOUN
。	PUNCT
好	VERB
了	PART
，	PUNCT
總算	ADV
對	VERB
得	PART
起	VERB
人	NOUN
了	PART
！	PUNCT


	SPACE
但是	ADV
，	PUNCT
大約	NOUN
是	VERB
一	NUM
個	NUM
馬蟻	NOUN
，	PUNCT
在	ADP
我	PRON
的	PART
脊梁	NOUN
上	PART
爬著	VERB
，	PUNCT
癢癢	VERB
的	PART
。	PUNCT
我	PRON
一	NUM
點	ADV
也	ADV
不	ADV
能	VERB
動	VERB
，	PUNCT
已	ADV
經沒	ADV
有除	VERB
去	VERB

	SPACE
他	PRON
的	PART
能力	NOUN
了	PART
；	PUNCT
倘	SCONJ
在	ADP
平時	NOUN
，	PUNCT
衹將	ADV
身子	NOUN
一扭	VERB
，	PUNCT
就	ADV
能	VERB
使	VERB
他	PRON
退避	VERB
。	PUNCT
而且	ADV
，	PUNCT
大腿	NOUN
上	PART
又	ADV
爬著	VERB
一	NUM
個	NUM
哩	PART
！	PUNCT

	SPACE
你	PRON
們是	PRON
做	VERB
什麼	PRON
的	PART
？	PUNCT
蟲豸	NOUN
！	PUNCT


	SPACE
事情	NOUN
可	ADV
更	ADV
壞	VERB
了	PART
：	PUNCT
嗡	INTJ
的	PART
一	NUM
聲	NOUN
，	PUNCT
就	ADV
有	VERB
一	NUM
個	NUM
青蠅	NOUN
停在	VERB
我	PRON
的	PART
顴骨	NOUN
上	PART
，	PUNCT
走	VERB
了	PART
幾步	ADV
，	PUNCT
又	ADV
一	ADV
飛	VERB
，	PUNCT
開口	VERB
便	ADV

	SPACE
舐	VERB
我	PRON
的	PART
鼻尖	NOUN
。	PUNCT
我	PRON
懊惱	VERB
地	PART
想	VERB
：	PUNCT
足下	ADV
，	PUNCT
我	PRON
不是	ADV
什麼	DET
偉人	NOUN
，	PUNCT
你	PRON
無須	ADV
到	VERB
我	PRON
身上	NOUN
來尋	VERB
做論	VERB
的	PART
材料	NOUN
…	PUNCT

	SPACE
…	PUNCT
。	PUNCT
但是	ADV
不	ADV
能	VERB
說	VERB
出來	VERB
。	PUNCT
他	PRON
卻從	ADV
鼻尖	NOUN
跑	VERB
下	VERB
，	PUNCT
又	ADV
用	ADP
冷舌	NOUN
頭來	NOUN
舐	VERB
我	PRON
的	PART
嘴唇	NOUN
了	PART
，	PUNCT
不	ADV
知道	VERB
可是	ADV
表示	VERB

	SPACE
親愛	NOUN
。	PUNCT
還	ADV
有	VERB
幾個	NUM
則聚	ADV
在	ADP
眉毛	NOUN
上	PART
，	PUNCT
跨	VERB
一	NUM
步	NUM
，	PUNCT
我	PRON
的	PART
毛根	NOUN
就	ADV
一	ADV
搖	VERB
。	PUNCT
實	ADV
在	ADV
使	VERB
我	PRON
煩厭	VERB
得	PART
不堪	ADV
，	PUNCT
——	PUNCT

	SPACE
不堪之至	VERB
。	PUNCT


	SPACE
忽然	ADV
，	PUNCT
一	NUM
陣風	NUM
，	PUNCT
一	NUM
片	NUM
東西從	NOUN
上面	NOUN
蓋	VERB
下來	VERB
，	PUNCT
他們	PRON
就	ADV
一同	ADV
飛開	VERB
了	PART
，	PUNCT
臨	ADV
走時	VERB
還說	VERB
——	PUNCT


	SPACE
“	PUNCT
惜哉	VERB
！	PUNCT
……	PUNCT
”	PUNCT


	SPACE
我	PRON
憤怒	VERB
得	PART
幾乎	ADV
昏厥	VERB
過去	VERB
。	PUNCT


	SPACE
木材	NOUN
摔	VERB
在	ADP
地上	NOUN
的	PART
鈍重	ADJ
的	PART
聲音	NOUN
同著	ADV
地面	NOUN
的	PART
震動	NOUN
，	PUNCT
使	VERB
我	PRON
忽然	ADV
清醒	VERB
，	PUNCT
前額	NOUN
上	PART
感著	VERB
蘆席	NOUN
的	PART
條紋	NOUN
。	PUNCT

	SPACE
但	ADV
那	DET
蘆席	NOUN
就	ADV
被	X
掀去	VERB
了	PART
，	PUNCT
又	ADV
立刻	ADV
感到	VERB
了	PART
日光	NOUN
的	PART
灼熱	NOUN
。	PUNCT
還聽	ADV
得	PART
有人	VERB
說	VERB
——	PUNCT


	SPACE
“	PUNCT
怎麼	ADV
要	VERB
死	VERB
在	ADP
這裡	PRON
？	PUNCT
……	PUNCT
”	PUNCT


	SPACE
這聲	DET
音離	NOUN
我	PRON
很	ADV
近	VERB
，	PUNCT
他	PRON
正	ADV
彎著	VERB
腰罷	VERB
。	PUNCT
但	ADV
人	NOUN
應	VERB
該死	VERB
在	VERB
那	PRON
裡	PRON
呢	PART
？	PUNCT
我	PRON
先前	ADV
以	VERB
為人	NOUN
在	ADP
地上	NOUN
雖沒	SCONJ
有	VERB
任	DET

	SPACE
意生存	VERB
的	PART
權利	NOUN
，	PUNCT
卻總	ADV
有	VERB
任意	VERB
死掉	VERB
的	PART
權利	NOUN
的	PART
。	PUNCT
現	NOUN
在	NOUN
才	ADV
知道	VERB
並不然	ADV
，	PUNCT
也	ADV
很	ADV
難	ADV
適合	VERB
人們	NOUN
的	PART
公意	NOUN

	SPACE
。	PUNCT
可惜	ADV
我	PRON
久沒	VERB
了	PART
紙筆	NOUN
；	PUNCT
即	ADV
有	VERB
也	ADV
不	ADV
能	VERB
寫	VERB
，	PUNCT
而且	ADV
即使	ADV
寫	VERB
了	PART
也	ADV
沒有	VERB
地方	NOUN
發表	VERB
了	PART
。	PUNCT
衹好	ADV
就	ADV
這	ADV
樣拋	ADV

	SPACE
開	VERB
。	PUNCT


	SPACE
有人	VERB
來抬	VERB
我	PRON
，	PUNCT
也	ADV
不	ADV
知道	VERB
是	VERB
誰	PRON
。	PUNCT
聽	VERB
到	VERB
刀	NOUN
鞘聲	NOUN
，	PUNCT
還有	VERB
巡警	NOUN
在	VERB
這裡罷	NOUN
，	PUNCT
在	ADP
我	PRON
所	PART
不	ADV
應該	VERB
“	PUNCT
死	VERB
在	ADP
這	PRON

	SPACE
裡	PRON
”	PUNCT
的	PART
這裡	PRON
。	PUNCT
我	PRON
被	X
翻	VERB
了	PART
幾個	NUM
轉身	NOUN
，	PUNCT
便	ADV
覺	VERB
得	VERB
向上	ADV
一	ADV
舉	VERB
，	PUNCT
又	ADV
往下	ADV
一	ADV
沉	VERB
；	PUNCT
又	ADV
聽	VERB
得	PART
蓋	VERB
了	PART
蓋	NOUN
，	PUNCT
釘著	VERB

	SPACE
釘	VERB
。	PUNCT
但是	ADV
，	PUNCT
奇怪	VERB
，	PUNCT
衹釘	VERB
了	PART
兩個	NUM
。	PUNCT
難道	ADV
這裡	PRON
的	PART
棺材	NOUN
釘	NOUN
，	PUNCT
是	VERB
釘	VERB
兩個	NUM
的	PART
麼	PART
？	PUNCT


	SPACE
我	PRON
想	VERB
：	PUNCT
這回	PRON
是	VERB
六面碰壁	NOUN
，	PUNCT
外加	VERB
釘子	NOUN
。	PUNCT
真是	ADV
完全	ADV
失敗	VERB
，	PUNCT
嗚呼	VERB
哀哉	VERB
了	PART
！	PUNCT
……	PUNCT


	SPACE
“	PUNCT
氣悶	NOUN
！	PUNCT
……	PUNCT
”	PUNCT
我	PRON
又	ADV
想	VERB
。	PUNCT


	SPACE
然而	ADV
我	PRON
其	ADV
實卻	ADV
比	ADP
先前	NOUN
已	ADV
經寧	ADV
靜	VERB
得	PART
多	VERB
，	PUNCT
雖然	SCONJ
知	VERB
不	ADV
清埋	VERB
了	PART
沒有	ADV
。	PUNCT
在手	ADP
背	NOUN
上	PART
觸到	VERB
草席	NOUN
的	PART
條紋	NOUN
，	PUNCT

	SPACE
覺	VERB
得	VERB
這	DET
屍衾	NOUN
倒	ADV
也	ADV
不	ADV
惡	VERB
。	PUNCT
衹	ADV
不	ADV
知道	VERB
是	VERB
誰給	PRON
我	PRON
化錢	VERB
的	PART
，	PUNCT
可惜	VERB
！	PUNCT
但是	ADV
，	PUNCT
可惡	VERB
，	PUNCT
收斂	VERB
的	PART
小子	NOUN
們	PRON
！	PUNCT

	SPACE
我	PRON
背後	VERB
的	PART
小衫	NOUN
的	PART
一	NUM
角皺	NOUN
起來	VERB
了	PART
，	PUNCT
他	PRON
們並	PRON
不	ADV
給	ADP
我	PRON
拉平	VERB
，	PUNCT
現	NOUN
在	NOUN
抵得	VERB
我	PRON
很	ADV
難受	VERB
。	PUNCT
你們	PRON
以	VERB
為死	VERB
人	NOUN

	SPACE
無知	VERB
，	PUNCT
做事	VERB
就	ADV
這樣	ADV
地	PART
草率	VERB
？	PUNCT
哈哈	INTJ
！	PUNCT


	SPACE
我	PRON
的	PART
身體	NOUN
似乎	ADV
比活	VERB
的	PART
時候	NOUN
要	VERB
重	VERB
得	PART
多	VERB
，	PUNCT
所以	ADV
壓著	VERB
衣皺	NOUN
便	ADV
格外	ADV
的	PART
不	ADV
舒服	VERB
。	PUNCT
但	ADV
我	PRON
想	VERB
，	PUNCT
不久	ADV
就	ADV
可	VERB

	SPACE
以	VERB
習慣	VERB
的	PART
；	PUNCT
或者	ADV
就要	ADV
腐爛	VERB
，	PUNCT
不至	ADV
於再	ADV
有	VERB
什麼	DET
大	ADJ
麻煩	NOUN
。	PUNCT
此刻	NOUN
還不如靜靜	VERB
地	PART
靜著	ADV
想	VERB
。	PUNCT


	SPACE
“	PUNCT
您	PRON
好	VERB
？	PUNCT
您	PRON
死	VERB
了	PART
麼	PART
？	PUNCT
”	PUNCT


	SPACE
是	VERB
一	NUM
個	NUM
頗為	ADV
耳熟	VERB
的	PART
聲音	NOUN
。	PUNCT
睜眼	VERB
看時	VERB
，	PUNCT
卻	ADV
是	VERB
勃古	PROPN
齋舊	PROPN
書鋪	NOUN
的	PART
跑外	VERB
的	PART
小伙計	NOUN
。	PUNCT
不	ADV
見約	VERB
有	VERB
二十	NUM

	SPACE
多年	ADV
了	PART
，	PUNCT
倒還	VERB
是	VERB
一	NUM
副	NUM
老	ADJ
樣子	NOUN
。	PUNCT
我	PRON
又	ADV
看看	VERB
六面	NOUN
的	PART
壁	NOUN
，	PUNCT
委實	NOUN
太	ADV
毛糙	VERB
，	PUNCT
簡直	ADV
毫沒	ADV
有	VERB
加過	VERB
一	NUM
點	NUM
修	NOUN

	SPACE
刮	NOUN
，	PUNCT
鋸絨	NOUN
還	ADV
是	VERB
毛毿毿	NOUN
的	PART
。	PUNCT


	SPACE
“	PUNCT
那	PRON
不	ADV
礙事	VERB
，	PUNCT
那	PRON
不要	ADV
緊	VERB
。	PUNCT
”	PUNCT
他	PRON
說	VERB
，	PUNCT
一面	ADV
打開	VERB
暗藍	VERB
色布	NOUN
的	PART
包裹	NOUN
來	VERB
。	PUNCT
“	PUNCT
這	PRON
是	VERB
明板	NOUN
《	PUNCT
公羊傳	NOUN
》	PUNCT

	SPACE
，	PUNCT
嘉靖	NOUN
黑口	NOUN
本	NOUN
，	PUNCT
給	ADP
您	PRON
送來	VERB
了	PART
。	PUNCT
您	PRON
留下	VERB
他	PRON
罷	PART
。	PUNCT
這是	PRON
……	PUNCT
”	PUNCT


	SPACE
“	PUNCT
你	PRON
！	PUNCT
”	PUNCT
我	PRON
詫異	VERB
地	PART
看定	VERB
他	PRON
的	PART
眼睛	NOUN
，	PUNCT
說	VERB
，	PUNCT
“	PUNCT
你	PRON
莫非	ADV
真正	ADV
胡塗	VERB
了	PART
？	PUNCT
你	PRON
看	VERB
我	PRON
這	DET
模樣	NOUN
，	PUNCT
還	ADV
要	VERB
看	VERB
什	DET

	SPACE
麼	DET
明板	NOUN
？	PUNCT
……	PUNCT
”	PUNCT


	SPACE
“	PUNCT
那	PRON
可以	VERB
看	VERB
，	PUNCT
那	PRON
不	ADV
礙事	VERB
。	PUNCT
”	PUNCT


	SPACE
我	PRON
即刻	ADV
閉上	VERB
眼睛	NOUN
，	PUNCT
因	ADP
為對	ADP
他	PRON
很	ADV
煩厭	VERB
。	PUNCT
停	VERB
了	PART
一	NUM
會	NUM
，	PUNCT
沒有	VERB
聲息	NOUN
，	PUNCT
他	PRON
大約	ADV
走	VERB
了	PART
。	PUNCT
但是	ADV
似乎	ADV
一	NUM
個	NUM

	SPACE
馬蟻	NOUN
又	ADV
在	ADP
脖子	NOUN
上	PART
爬	VERB
起來	VERB
，	PUNCT
終於	ADV
爬到	VERB
臉上	NOUN
，	PUNCT
衹繞	VERB
著眼	PART
眶轉	NOUN
圈子	NOUN
。	PUNCT


	SPACE
萬	NUM
不料人	VERB
的	PART
思想	NOUN
，	PUNCT
是	VERB
死掉	VERB
之後	PART
也	ADV
會變化	VERB
的	PART
。	PUNCT
忽而	ADV
，	PUNCT
有	VERB
一	NUM
種	NUM
力將	NOUN
我	PRON
的	PART
心	NOUN
的	PART
平安	ADJ
衝破	NOUN
；	PUNCT
同時	ADV

	SPACE
，	PUNCT
許多	NUM
夢	NOUN
也	ADV
都	ADV
做	VERB
在	ADP
眼前	NOUN
了	PART
。	PUNCT
幾個	NUM
朋友	NOUN
祝	VERB
我	PRON
安樂	VERB
，	PUNCT
幾個	NUM
仇敵	NOUN
祝	VERB
我	PRON
滅亡	VERB
。	PUNCT
我	PRON
卻總	ADV
是	VERB
既	ADV
不	ADV
安樂	VERB

	SPACE
，	PUNCT
也	ADV
不	ADV
滅亡	VERB
地	PART
不	ADV
上	VERB
不	ADV
下地	VERB
生活	VERB
下來	VERB
，	PUNCT
都	ADV
不	ADV
能	VERB
副任何	NOUN
一面	ADJ
的	PART
期望	NOUN
。	PUNCT
現	NOUN
在	NOUN
又	ADV
影	VERB
一般	ADV
死掉	VERB
了	PART
，	PUNCT

	SPACE
連仇敵	ADV
也	ADV
不	ADV
使	VERB
知道	VERB
，	PUNCT
不	ADV
肯	VERB
贈給	VERB
他們	NOUN
一	NUM
點惠	NUM
而	PART
不	ADV
費	VERB
的	PART
歡欣	NOUN
。	PUNCT
……	PUNCT


	SPACE
我	PRON
覺得	VERB
在	ADP
快意	NOUN
中	PART
要	VERB
哭	VERB
出來	VERB
。	PUNCT
這	PRON
大概	ADV
是	VERB
我	PRON
死後	VERB
第一	NUM
次	NUM
的	PART
哭	NOUN
。	PUNCT


	SPACE
然而	ADV
終於	ADV
也	ADV
沒有	VERB
眼淚	NOUN
流下	VERB
；	PUNCT
衹	ADV
看	VERB
見眼	VERB
前	PART
仿佛	ADV
有	VERB
火花一樣	NOUN
，	PUNCT
我	PRON
於是	ADV
坐	VERB
了	PART
起來	VERB
。	PUNCT


	SPACE
這樣	PRON
的	PART
戰士	NOUN


	SPACE
要	VERB
有	VERB
這樣	PRON
